year	county	measure	rate	numerator	denominator	per
2018	Burke	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2018	Burke	[HB630 - CWS5] Placement stability	3.317645243422575	43	12961	1000
2019	Burke	Maltreatment in foster care	4.924531553935932	4	81226	100000
2019	Burke	[HB630 - CWS2] Recurrence of maltreatment	0.13442622950819672	41	305	1
2019	Burke	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2222222222222222	18	81	1
2019	Burke	Permanency in 12 months for children in foster care 12-23 months	0.3880597014925373	26	67	1
2019	Burke	Permanency in 12 months for children in foster care for 24 months or more	0.4044943820224719	36	89	1
2019	Burke	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	13	1
2019	Burke	[HB630 - CWS5] Placement stability	2.264251465103889	34	15016	1000
2016	Cabarrus	Maltreatment in foster care	2.102386208346473	1	47565	100000
2016	Cabarrus	[HB630 - CWS2] Recurrence of maltreatment	0.09202453987730061	30	326	1
2016	Cabarrus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3695652173913043	34	92	1
2016	Cabarrus	Permanency in 12 months for children in foster care 12-23 months	0.23333333333333334	7	30	1
2016	Cabarrus	Permanency in 12 months for children in foster care for 24 months or more	0.28	7	25	1
2016	Cabarrus	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	27	1
2016	Cabarrus	[HB630 - CWS5] Placement stability	1.3815971262779772	10	7238	1000
2017	Cabarrus	Maltreatment in foster care	1.8665770709672604	1	53574	100000
2017	Cabarrus	[HB630 - CWS2] Recurrence of maltreatment	0.14285714285714285	43	301	1
2017	Cabarrus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4810126582278481	38	79	1
2017	Cabarrus	Permanency in 12 months for children in foster care 12-23 months	0.40476190476190477	17	42	1
2017	Cabarrus	Permanency in 12 months for children in foster care for 24 months or more	0.3055555555555556	11	36	1
2017	Cabarrus	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	32	1
2017	Cabarrus	[HB630 - CWS5] Placement stability	4.227269470516586	59	13957	1000
2018	Cabarrus	Maltreatment in foster care	6.861887362118951	4	58293	100000
2018	Cabarrus	[HB630 - CWS2] Recurrence of maltreatment	0.06402439024390244	21	328	1
2018	Cabarrus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3125	30	96	1
2018	Cabarrus	Permanency in 12 months for children in foster care 12-23 months	0.14705882352941177	5	34	1
2018	Cabarrus	Permanency in 12 months for children in foster care for 24 months or more	0.20454545454545456	9	44	1
2018	Cabarrus	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	27	1
2018	Cabarrus	[HB630 - CWS5] Placement stability	2.718622564567286	36	13242	1000
2019	Cabarrus	Maltreatment in foster care	12.294641073322166	8	65069	100000
2019	Cabarrus	[HB630 - CWS2] Recurrence of maltreatment	0.10891089108910891	33	303	1
2019	Cabarrus	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2857142857142857	24	84	1
2019	Cabarrus	Permanency in 12 months for children in foster care 12-23 months	0.2682926829268293	11	41	1
2019	Cabarrus	Permanency in 12 months for children in foster care for 24 months or more	0.12962962962962962	7	54	1
2019	Cabarrus	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	24	1
2019	Cabarrus	[HB630 - CWS5] Placement stability	3.3982594280978033	41	12065	1000
2016	Caldwell	Maltreatment in foster care	2.584613794083819	2	77381	100000
2016	Caldwell	[HB630 - CWS2] Recurrence of maltreatment	0.11858974358974358	37	312	1
2016	Caldwell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3445378151260504	41	119	1
2016	Caldwell	Permanency in 12 months for children in foster care 12-23 months	0.4727272727272727	26	55	1
2016	Caldwell	Permanency in 12 months for children in foster care for 24 months or more	0.3170731707317073	26	82	1
2016	Caldwell	[HB630 - CWS4] Re-entry to foster care in 12 months	0.02564102564102564	1	39	1
2016	Caldwell	[HB630 - CWS5] Placement stability	2.688172043010753	36	13392	1000
2017	Caldwell	Maltreatment in foster care	4.706546806607991	3	63741	100000
2017	Caldwell	[HB630 - CWS2] Recurrence of maltreatment	0.14285714285714285	36	252	1
2017	Caldwell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2413793103448276	21	87	1
2017	Caldwell	Permanency in 12 months for children in foster care 12-23 months	0.5689655172413793	33	58	1
2017	Caldwell	Permanency in 12 months for children in foster care for 24 months or more	0.35294117647058826	24	68	1
2017	Caldwell	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05555555555555555	1	18	1
2017	Caldwell	[HB630 - CWS5] Placement stability	2.9626418093792903	41	13839	1000
2018	Caldwell	Maltreatment in foster care	1.6759963798478195	1	59666	100000
2018	Caldwell	[HB630 - CWS2] Recurrence of maltreatment	0.12857142857142856	27	210	1
2018	Caldwell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.1935483870967742	12	62	1
2018	Caldwell	Permanency in 12 months for children in foster care 12-23 months	0.4772727272727273	21	44	1
2018	Caldwell	Permanency in 12 months for children in foster care for 24 months or more	0.1864406779661017	11	59	1
2018	Caldwell	[HB630 - CWS4] Re-entry to foster care in 12 months	0.2	2	10	1
2018	Caldwell	[HB630 - CWS5] Placement stability	3.5245113745594363	55	15605	1000
2019	Caldwell	Maltreatment in foster care	1.8117911367177593	1	55194	100000
2019	Caldwell	[HB630 - CWS2] Recurrence of maltreatment	0.05421686746987952	9	166	1
2019	Caldwell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.20270270270270271	15	74	1
2019	Caldwell	Permanency in 12 months for children in foster care 12-23 months	0.5588235294117647	19	34	1
2019	Caldwell	Permanency in 12 months for children in foster care for 24 months or more	0.4307692307692308	28	65	1
2019	Caldwell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	14	1
2019	Caldwell	[HB630 - CWS5] Placement stability	1.7917369308600337	17	9488	1000
2016	Camden	Maltreatment in foster care	52.16484089723526	1	1917	100000
2016	Camden	[HB630 - CWS2] Recurrence of maltreatment	0	0	14	1
2016	Camden	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.42857142857142855	3	7	1
2016	Camden	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2016	Camden	Permanency in 12 months for children in foster care for 24 months or more	0	0	1	1
2016	Camden	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2016	Camden	[HB630 - CWS5] Placement stability	17.241379310344826	4	232	1000
2017	Camden	Maltreatment in foster care	0	0	2469	100000
2017	Camden	[HB630 - CWS2] Recurrence of maltreatment	0	0	7	1
2017	Camden	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0	0	5	1
2017	Camden	Permanency in 12 months for children in foster care 12-23 months	1	2	2	1
2017	Camden	Permanency in 12 months for children in foster care for 24 months or more	0	0	1	1
2017	Camden	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2018	Camden	Maltreatment in foster care	0	0	625	100000
2018	Camden	[HB630 - CWS2] Recurrence of maltreatment	0	0	8	1
2018	Camden	[HB630 - CWS3] Permanency in 12 months for children entering foster care	NA	0	0	1
2018	Camden	Permanency in 12 months for children in foster care 12-23 months	0.8	4	5	1
2018	Camden	Permanency in 12 months for children in foster care for 24 months or more	0	0	1	1
2018	Camden	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2019	Camden	Maltreatment in foster care	0	0	553	100000
2019	Camden	[HB630 - CWS2] Recurrence of maltreatment	0	0	8	1
2019	Camden	[HB630 - CWS3] Permanency in 12 months for children entering foster care	NA	0	0	1
2019	Camden	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2019	Camden	Permanency in 12 months for children in foster care for 24 months or more	0	0	1	1
2019	Camden	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2019	Camden	[HB630 - CWS5] Placement stability	15.576323987538942	10	642	1000
2016	Carteret	Maltreatment in foster care	0	0	28723	100000
2016	Carteret	[HB630 - CWS2] Recurrence of maltreatment	0.11038961038961038	17	154	1
2016	Carteret	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2682926829268293	11	41	1
2016	Carteret	Permanency in 12 months for children in foster care 12-23 months	0.5	4	8	1
2016	Carteret	Permanency in 12 months for children in foster care for 24 months or more	0.21428571428571427	3	14	1
2016	Carteret	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	11	1
2016	Carteret	[HB630 - CWS5] Placement stability	7.77302759424796	80	10292	1000
2017	Carteret	Maltreatment in foster care	13.248542660307367	4	30192	100000
2017	Carteret	[HB630 - CWS2] Recurrence of maltreatment	0.11904761904761904	15	126	1
2017	Carteret	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2641509433962264	14	53	1
2017	Carteret	Permanency in 12 months for children in foster care 12-23 months	0.7083333333333334	17	24	1
2017	Carteret	Permanency in 12 months for children in foster care for 24 months or more	0.15384615384615385	2	13	1
2017	Carteret	[HB630 - CWS4] Re-entry to foster care in 12 months	0.07692307692307693	1	13	1
2017	Carteret	[HB630 - CWS5] Placement stability	7.505092741503163	70	9327	1000
2018	Carteret	Maltreatment in foster care	3.3701806416823943	1	29672	100000
2018	Carteret	[HB630 - CWS2] Recurrence of maltreatment	0.1073170731707317	22	205	1
2018	Carteret	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.21428571428571427	9	42	1
2018	Carteret	Permanency in 12 months for children in foster care 12-23 months	0.6896551724137931	20	29	1
2018	Carteret	Permanency in 12 months for children in foster care for 24 months or more	0.3076923076923077	4	13	1
2018	Carteret	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2018	Carteret	[HB630 - CWS5] Placement stability	5.355947333184557	48	8962	1000
2019	Carteret	Maltreatment in foster care	13.33214825348858	3	22502	100000
2019	Carteret	[HB630 - CWS2] Recurrence of maltreatment	0.041916167664670656	7	167	1
2019	Carteret	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.37777777777777777	17	45	1
2019	Carteret	Permanency in 12 months for children in foster care 12-23 months	0.5454545454545454	12	22	1
2019	Carteret	Permanency in 12 months for children in foster care for 24 months or more	0.4117647058823529	7	17	1
2019	Carteret	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	20	1
2019	Carteret	[HB630 - CWS5] Placement stability	8.54191497814859	43	5034	1000
2016	Caswell	Maltreatment in foster care	0	0	9222	100000
2016	Caswell	[HB630 - CWS2] Recurrence of maltreatment	0.15384615384615385	8	52	1
2016	Caswell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6086956521739131	14	23	1
2016	Caswell	Permanency in 12 months for children in foster care 12-23 months	1	2	2	1
2016	Caswell	Permanency in 12 months for children in foster care for 24 months or more	0.7142857142857143	5	7	1
2016	Caswell	[HB630 - CWS4] Re-entry to foster care in 12 months	0.25	1	4	1
2016	Caswell	[HB630 - CWS5] Placement stability	1.5313935681470139	2	1306	1000
2017	Caswell	Maltreatment in foster care	0	0	8728	100000
2017	Caswell	[HB630 - CWS2] Recurrence of maltreatment	0.06976744186046512	3	43	1
2017	Caswell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5	6	12	1
2017	Caswell	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	8	12	1
2017	Caswell	Permanency in 12 months for children in foster care for 24 months or more	0	0	2	1
2017	Caswell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2017	Caswell	[HB630 - CWS5] Placement stability	2.286087524493795	7	3062	1000
2018	Caswell	Maltreatment in foster care	0	0	9851	100000
2018	Caswell	[HB630 - CWS2] Recurrence of maltreatment	0.07692307692307693	3	39	1
2018	Caswell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.05555555555555555	1	18	1
2018	Caswell	Permanency in 12 months for children in foster care 12-23 months	0.16666666666666666	1	6	1
2018	Caswell	Permanency in 12 months for children in foster care for 24 months or more	0.8333333333333334	5	6	1
2018	Caswell	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2018	Caswell	[HB630 - CWS5] Placement stability	11.033099297893681	11	997	1000
2019	Caswell	Maltreatment in foster care	0	0	8049	100000
2019	Caswell	[HB630 - CWS2] Recurrence of maltreatment	0	0	48	1
2019	Caswell	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.45454545454545453	5	11	1
2019	Caswell	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	8	12	1
2019	Caswell	Permanency in 12 months for children in foster care for 24 months or more	0.4	2	5	1
2019	Caswell	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2019	Caswell	[HB630 - CWS5] Placement stability	3.048780487804878	3	984	1000
2016	Catawba	Maltreatment in foster care	4.006249749609391	3	74883	100000
2016	Catawba	[HB630 - CWS2] Recurrence of maltreatment	0.10365853658536585	34	328	1
2016	Catawba	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2087912087912088	19	91	1
2016	Catawba	Permanency in 12 months for children in foster care 12-23 months	0.6721311475409836	41	61	1
2016	Catawba	Permanency in 12 months for children in foster care for 24 months or more	0.34375	22	64	1
2016	Catawba	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2016	Catawba	[HB630 - CWS5] Placement stability	5.898876404494382	126	21360	1000
2017	Catawba	Maltreatment in foster care	2.261215629522431	2	88448	100000
2017	Catawba	[HB630 - CWS2] Recurrence of maltreatment	0.10672853828306264	46	431	1
2017	Catawba	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.08571428571428572	9	105	1
2017	Catawba	Permanency in 12 months for children in foster care 12-23 months	0.5098039215686274	26	51	1
2017	Catawba	Permanency in 12 months for children in foster care for 24 months or more	0.35714285714285715	20	56	1
2017	Catawba	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2017	Catawba	[HB630 - CWS5] Placement stability	6.076759061833688	171	28140	1000
2018	Catawba	Maltreatment in foster care	4.981320049813201	5	100375	100000
2018	Catawba	[HB630 - CWS2] Recurrence of maltreatment	0.06611570247933884	24	363	1
2018	Catawba	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.10416666666666667	15	144	1
2018	Catawba	Permanency in 12 months for children in foster care 12-23 months	0.5	40	80	1
2018	Catawba	Permanency in 12 months for children in foster care for 24 months or more	0.42105263157894735	24	57	1
2018	Catawba	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2018	Catawba	[HB630 - CWS5] Placement stability	4.2062415196743554	93	22110	1000
2019	Catawba	Maltreatment in foster care	0	0	93621	100000
2019	Catawba	[HB630 - CWS2] Recurrence of maltreatment	0.05958549222797927	23	386	1
2019	Catawba	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.07692307692307693	9	117	1
2019	Catawba	Permanency in 12 months for children in foster care 12-23 months	0.5769230769230769	60	104	1
2019	Catawba	Permanency in 12 months for children in foster care for 24 months or more	0.4117647058823529	28	68	1
2019	Catawba	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2019	Catawba	[HB630 - CWS5] Placement stability	4.591368227731864	75	16335	1000
2016	Chatham	Maltreatment in foster care	3.926033528326332	1	25471	100000
2016	Chatham	[HB630 - CWS2] Recurrence of maltreatment	0	0	96	1
2016	Chatham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3404255319148936	16	47	1
2016	Chatham	Permanency in 12 months for children in foster care 12-23 months	0.8235294117647058	14	17	1
2016	Chatham	Permanency in 12 months for children in foster care for 24 months or more	0.29411764705882354	5	17	1
2016	Chatham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	16	1
2016	Chatham	[HB630 - CWS5] Placement stability	4.630969609261939	32	6910	1000
